RefCat,AnnoConstruccion,Direccion
6838009PD7063H,1993,ANGEL PEREZ ALFEREZ
6838010PD7063H,1993,ANGEL PEREZ ALFEREZ
6838011PD7063H,1993,ANGEL PEREZ ALFEREZ
6838012PD7063H,1993,ANGEL PEREZ ALFEREZ
6838013PD7063H,1993,ANGEL PEREZ ALFEREZ
6838014PD7063H,1993,ANGEL PEREZ ALFEREZ
6838015PD7063H,1993,ANGEL PEREZ ALFEREZ
6838016PD7063H,1993,ANGEL PEREZ ALFEREZ
6838017PD7063H,1993,ANGEL PEREZ ALFEREZ
6838018PD7063H,1993,ANGEL PEREZ ALFEREZ
6742406PD7064B,1968,GOLONDRINAS LAS
6742407PD7064B,1940,GOLONDRINAS LAS
6742408PD7064B,1968,GOLONDRINAS LAS
6742409PD7064B,1968,GOLONDRINAS LAS
6742410PD7064B,1968,GOLONDRINAS LAS
6742411PD7064B,1950,GOLONDRINAS LAS
6742412PD7064B,1968,GOLONDRINAS LAS
6742413PD7064B,1979,GOLONDRINAS LAS
6742414PD7064B,1979,GOLONDRINAS LAS
6840001PD7064B,0,SISONES LOS
6840002PD7064B,1982,SISONES LOS
6840003PD7064B,1972,SISONES LOS
6840004PD7064B,1968,SISONES LOS
6840005PD7064B,1963,SISONES LOS
6840006PD7064B,1970,SISONES LOS
6840007PD7064B,1960,SISONES LOS
6840008PD7064B,0,SISONES LOS
6443213PD7064C,1977,MAGNOLIA LA
6443214PD7064C,1979,MAGNOLIA LA
6443215PD7064C,1975,MAGNOLIA LA
6443216PD7064C,1974,MAGNOLIA LA
6443217PD7064C,1974,PEDRO BALAS LOPEZ
6443218PD7064C,1977,ACACIA
6443219PD7064C,1977,ACACIA
6443220PD7064C,1978,ACACIA
6443221PD7064C,1972,ACACIA
6443222PD7064C,1983,ACACIA
6443223PD7064C,1980,ACACIA
6443224PD7064C,1980,ACACIA
6443225PD7064C,1972,ACACIA
6443226PD7064C,1989,ACACIA
6443227PD7064C,1960,ACACIA
6643519PD7064D,1968,TOMILLO
6643520PD7064D,1968,LIRIO EL
6643521PD7064D,1968,LIRIO EL
6643701PD7064D,1965,JARA LA
6643702PD7064D,1964,JARA LA
6643703PD7064D,1962,JARA LA
6643704PD7064D,1962,JARA LA
6643705PD7064D,1970,JARA LA
6643706PD7064D,1965,JARA LA
6643707PD7064D,1974,JARA LA
6643708PD7064D,1988,LIRIO EL
6643709PD7064D,1977,LIRIO EL
6643710PD7064D,1962,TOMILLO
6643711PD7064D,1968,TOMILLO
6643712PD7064D,1962,TOMILLO
6643713PD7064D,1968,TOMILLO
6643714PD7064D,1983,TOMILLO
6643715PD7064D,1965,TOMILLO
6944005PD7064D,1960,CELINDA
6944006PD7064D,1993,CELINDA
6944007PD7064D,1959,CELINDA
6944008PD7064D,1959,CELINDA
6944009PD7064D,1959,PERULERO EL
6944010PD7064D,1963,PERULERO EL
6944011PD7064D,1967,PERULERO EL
6944012PD7064D,1969,PERULERO EL
6944013PD7064D,1976,PERULERO EL
6944014PD7064D,1967,PERULERO EL
6944015PD7064D,1954,CANDILES LOS
6944101PD7064D,1964,SAN VICENTE PAUL
6944102PD7064D,1964,SAN VICENTE PAUL
6944103PD7064D,1964,SAN VICENTE PAUL
6944104PD7064D,1964,SAN VICENTE PAUL
6944105PD7064D,1964,CANDILES LOS
6944106PD7064D,0,CANDILES LOS
6944107PD7064D,1964,C VILLARROEL 1
6944108PD7064D,1984,C VILLARROEL 2
6545004PD7064F,1975,PIMIENTA
6545005PD7064F,1960,PIMIENTA
6545006PD7064F,1980,PIMIENTA
6545007PD7064F,1973,PIMIENTA
6545008PD7064F,1970,PIMIENTA
6545009PD7064F,1993,PIMIENTA
6545010PD7064F,1980,PIMIENTA
6545011PD7064F,1969,MIMBRERO EL
6545012PD7064F,1970,MIMBRERO EL
6545013PD7064F,1980,MIMBRERO EL
6545014PD7064F,1979,MIMBRERO EL
6545015PD7064F,1970,MIMBRERO EL
6545016PD7064F,1979,MOLINO EL
6545017PD7064F,1980,MOLINO EL
6545018PD7064F,1989,MOLINO EL
6545019PD7064F,1991,MOLINO EL
67450A9PD7064F,1960,BONIFACIO GIL
67450B0PD7064F,1961,BONIFACIO GIL
67450B1PD7064F,1963,BONIFACIO GIL
67450B2PD7064F,1962,BONIFACIO GIL
67450B3PD7064F,1962,BONIFACIO GIL
67450B4PD7064F,1964,BONIFACIO GIL
67450B5PD7064F,1965,BONIFACIO GIL
67450B6PD7064F,1962,BONIFACIO GIL
67450B7PD7064F,1962,BONIFACIO GIL
67450B8PD7064F,1962,BONIFACIO GIL
67450B9PD7064F,1980,BONIFACIO GIL
67450C0PD7064F,1967,BONIFACIO GIL
67450C1PD7064F,1960,BONIFACIO GIL
67450C2PD7064F,1960,BONIFACIO GIL
67450C3PD7064F,1966,BONIFACIO GIL
67450C4PD7064F,1961,BONIFACIO GIL
67450C5PD7064F,1963,BONIFACIO GIL
6148704PD7064G,1995,DEL MUSEO
6149201PD7064G,1960,MANUEL ALFARO PEREIRA
6247501PD7064G,0,PADRE LOPEZ
6248101PD7064G,1995,DEL MAESTRO
6248103PD7064G,1996,DEL MUSEO
6248104PD7064G,2004,PARDALERAS
6248201PD7064G,2003,DEL MAESTRO
6249701PD7064G,1955,PARDALERAS
6249702PD7064G,1982,PILAR
6050407PD7065A,1960,PILAR
6050408PD7065A,1961,MANUEL ALFARO PEREIRA
6050409PD7065A,1978,MANUEL ALFARO PEREIRA
6050410PD7065A,1957,MANUEL ALFARO PEREIRA
6050411PD7065A,1958,MANUEL ALFARO PEREIRA
6050412PD7065A,1960,EUROPA
6050413PD7065A,1972,EUROPA
6051801PD7065A,1940,MINAYO
6051802PD7065A,1915,PEDRO DE VALDIVIA
6051803PD7065A,0,PEDRO DE VALDIVIA
6051804PD7065A,0,PEDRO DE VALDIVIA
6051805PD7065A,0,PEDRO DE VALDIVIA
6051806PD7065A,1910,PEDRO DE VALDIVIA
6051807PD7065A,1915,ALONSO CELADA
6051808PD7065A,1920,ALONSO CELADA
6054602PD7065C,1987,GABRIEL DE
6054603PD7065C,1993,GABRIEL DE
6054604PD7065C,1900,GABRIEL DE
6054605PD7065C,1995,JUAN CARLOS I
6054606PD7065C,1983,JUAN CARLOS I
6054607PD7065C,1988,JUAN CARLOS I
6054608PD7065C,1993,JUAN CARLOS I
6054609PD7065C,1900,SANTO DOMINGO
6054610PD7065C,1900,SANTO DOMINGO
6054611PD7065C,1920,SANTO DOMINGO
6054612PD7065C,1999,SANTO DOMINGO
6153201PD7065C,1968,ESPAÑA
6153202PD7065C,2002,ESPAÑA
6153203PD7065C,1900,ZURBARAN
6153204PD7065C,1980,ZURBARAN
6553302PD7065D,1900,MARTIN CANSADO
6553303PD7065D,1900,MARTIN CANSADO
6553304PD7065D,1900,MARTIN CANSADO
6553305PD7065D,2010,MARTIN CANSADO
6553306PD7065D,1900,MARTIN CANSADO
6553307PD7065D,1900,MARTIN CANSADO
6553308PD7065D,1980,MARTIN CANSADO
6553309PD7065D,1900,MARTIN CANSADO
6553310PD7065D,1900,MARTIN CANSADO
6553311PD7065D,1900,MARTIN CANSADO
6553312PD7065D,0,RONDA PILAR
6553313PD7065D,0,RONDA PILAR
6553314PD7065D,1903,RONDA PILAR
6553315PD7065D,1900,RONDA PILAR
6553316PD7065D,1920,RONDA PILAR
6553318PD7065D,1991,SUAREZ SOMONTES
6553319PD7065D,1940,SUAREZ SOMONTES
6553320PD7065D,1980,SUAREZ SOMONTES
6553321PD7065D,1900,SUAREZ SOMONTES
6321906PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6321907PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6321908PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6322101PD7062S,1998,JOSE MARIA RGUEZ TEJADA
6322102PD7062S,1998,JOSE MARIA RGUEZ TEJADA
6322103PD7062S,1998,JOSE MARIA RGUEZ TEJADA
6322104PD7062S,1998,JOSE MARIA RGUEZ TEJADA
6322105PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6322106PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322107PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322108PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322109PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322110PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322111PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322112PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6322113PD7062S,1998,VAGUADAS-PQ.VICTORIAII
6322114PD7062S,1998,VAGUADAS-PQ.VICTORIAII
6322901PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6321905PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6737108PD7063F,1993,RIGOBERTA MENCHU
6737109PD7063F,1993,RIGOBERTA MENCHU
6737110PD7063F,1993,SALVADOR ALLENDE
6737111PD7063F,1993,SALVADOR ALLENDE
6737112PD7063F,1993,SALVADOR ALLENDE
6737113PD7063F,1993,SALVADOR ALLENDE
6737114PD7063F,1993,SALVADOR ALLENDE
6737115PD7063F,1993,SALVADOR ALLENDE
6737116PD7063F,1993,SALVADOR ALLENDE
6737117PD7063F,1993,SALVADOR ALLENDE
6737118PD7063F,1993,SALVADOR ALLENDE
6837301PD7063F,1993,SALVADOR ALLENDE
6837302PD7063F,1993,SALVADOR ALLENDE
6837303PD7063F,1993,SALVADOR ALLENDE
6837304PD7063F,1993,SALVADOR ALLENDE
6039801PD7063G,1994,FERNANDO PINNA CASAS
6039803PD7063G,1993,PEDRO CIEZA DE LEON
6039805PD7063G,1994,FERNANDO PINNA CASAS
6138601PD7063G,2007,CLAVELLINAS LAS
6838103PD7063H,0,MILANO EL
6838104PD7063H,1980,MILANO EL
6838105PD7063H,1979,MILANO EL
6838106PD7063H,1970,MILANO EL
6838107PD7063H,1970,MILANO EL
6838108PD7063H,1971,MILANO EL
6838109PD7063H,1970,MILANO EL
6838110PD7063H,1979,MILANO EL
6838111PD7063H,1978,MILANO EL
6838112PD7063H,1985,MILANO EL
6838113PD7063H,1987,MILANO EL
6838114PD7063H,0,MILANO EL
6838115PD7063H,0,MILANO EL
6838116PD7063H,1984,MILANO EL
6840009PD7064B,0,SISONES LOS
6840010PD7064B,1975,AVUTARDA
6840011PD7064B,1965,AVUTARDA
6840012PD7064B,1960,AVUTARDA
6840013PD7064B,1900,AVUTARDA
6840014PD7064B,1982,AVUTARDA
6840015PD7064B,1971,AVUTARDA
6840016PD7064B,1963,AVUTARDA
6840017PD7064B,1960,AVUTARDA
6840018PD7064B,1981,AVUTARDA
6840019PD7064B,0,AVUTARDA
6840020PD7064B,2002,AVUTARDA
6840021PD7064B,1980,AVUTARDA
6840022PD7064B,1980,AVUTARDA
6840707PD7064B,1968,AVUTARDA
6840708PD7064B,1970,AVUTARDA
6840709PD7064B,1970,AVUTARDA
6840710PD7064B,1970,AVUTARDA
6443228PD7064C,1979,ACACIA
6443501PD7064C,1980,MAGNOLIA LA
6443502PD7064C,1975,PEDRO BALAS LOPEZ
6443503PD7064C,1980,PEDRO BALAS LOPEZ
6443504PD7064C,1980,FRESNO PROLONG
6443505PD7064C,1980,FRESNO PROLONG
6443506PD7064C,1980,FRESNO PROLONG
6443507PD7064C,1980,FRESNO PROLONG
6443508PD7064C,1995,FRESNO PROLONG
6443509PD7064C,1986,MAGNOLIA LA
6443510PD7064C,1984,MAGNOLIA LA
6443511PD7064C,1980,MAGNOLIA LA
6443512PD7064C,1980,MAGNOLIA LA
6443513PD7064C,1980,MAGNOLIA LA
6444101PD7064C,1970,MOSTOLES
6444102PD7064C,1970,MOSTOLES
6444103PD7064C,1993,MOSTOLES
6444104PD7064C,1970,MOSTOLES
6444105PD7064C,1980,ACACIA
6643716PD7064D,1960,AMAPOLA
6643717PD7064D,1974,AMAPOLA
6643718PD7064D,1974,AMAPOLA
6643719PD7064D,1962,AMAPOLA
6643720PD7064D,1962,AMAPOLA
6644101PD7064D,1982,MIMBRERO EL
6644102PD7064D,1970,SEB MONTERO ESPINOSA
6644103PD7064D,1970,SEB MONTERO ESPINOSA
6644104PD7064D,1970,SEB MONTERO ESPINOSA
6644105PD7064D,1970,SEB MONTERO ESPINOSA
6644106PD7064D,1970,SEB MONTERO ESPINOSA
6644107PD7064D,1970,SEB MONTERO ESPINOSA
6644108PD7064D,1970,SEB MONTERO ESPINOSA
6644109PD7064D,1974,SEB MONTERO ESPINOSA
6644110PD7064D,1970,SEB MONTERO ESPINOSA
6644111PD7064D,1970,SEB MONTERO ESPINOSA
6644112PD7064D,1970,SEB MONTERO ESPINOSA
6944109PD7064D,1964,C VILLARROEL 2
6944110PD7064D,1964,C VILLARROEL 1
6944111PD7064D,1978,C VILLARROEL 2
6944112PD7064D,1978,CABALLERO VILLARROEL
6944201PD7064D,1964,SAN VICENTE PAUL
6944202PD7064D,1964,OTUMBA
6944203PD7064D,1964,OTUMBA
6944204PD7064D,1964,OTUMBA
6944205PD7064D,1954,SANTA LUISA MAR
6944206PD7064D,1964,CANDILES LOS
6944207PD7064D,1964,CANDILES LOS
6944304PD7064D,1965,OTUMBA
6944305PD7064D,1970,OTUMBA
6944306PD7064D,1954,PERULERO EL
6944307PD7064D,1968,CELINDA
6944308PD7064D,1969,CELINDA
6944309PD7064D,1981,SANTA LUISA MAR
6944401PD7064D,1962,PERULERO EL
6944402PD7064D,1960,OTUMBA
6545020PD7064F,1990,MOLINO EL
6545021PD7064F,2012,MOLINO EL
6545022PD7064F,1992,MOLINO EL
6545023PD7064F,1959,MOLINO EL
6545024PD7064F,1978,MOLINO EL
6545025PD7064F,1950,JUAN SEBASTIAN ELCANO
6545026PD7064F,1980,MOLINO EL
6545027PD7064F,0,MOLINO EL
6545029PD7064F,1952,JUAN SEBASTIAN ELCANO
6545031PD7064F,0,JUAN SEBASTIAN ELCANO
6545032PD7064F,0,JUAN SEBASTIAN ELCANO
6545033PD7064F,1975,JUAN SEBASTIAN ELCANO
6545034PD7064F,1960,ANGEL PEREZ MARIN
6545035PD7064F,0,ANGEL PEREZ MARIN
6545036PD7064F,1982,ANGEL PEREZ MARIN
6545037PD7064F,1975,ANGEL PEREZ MARIN
6545038PD7064F,0,MOLINO EL
67450C6PD7064F,1967,BONIFACIO GIL
67450C7PD7064F,1972,BONIFACIO GIL
67450C8PD7064F,1972,BONIFACIO GIL
6745601PD7064F,1972,BONIFACIO GIL
6745602PD7064F,1976,BONIFACIO GIL
6745603PD7064F,1975,BONIFACIO GIL
6745604PD7064F,1982,BONIFACIO GIL
6745605PD7064F,1979,BONIFACIO GIL
6745606PD7064F,1980,BONIFACIO GIL
6745607PD7064F,1980,BONIFACIO GIL
6745608PD7064F,1980,BONIFACIO GIL
6745609PD7064F,1976,BONIFACIO GIL
6745610PD7064F,1968,BONIFACIO GIL
6745611PD7064F,1954,BONIFACIO GIL
6745612PD7064F,2023,BONIFACIO GIL
6745613PD7064F,1952,BONIFACIO GIL
6745614PD7064F,1960,BONIFACIO GIL
6745615PD7064F,1960,BONIFACIO GIL
6249703PD7064G,1999,ANTONIO MONTERO MORENO
6347201PD7064G,2001,SAN JUAN DIOS
6347206PD7064G,1997,SAN JUAN DIOS
6347207PD7064G,1990,SAN JUAN DIOS
6347217PD7064G,1992,FDO SANCHEZ SAMPEDRO
6347218PD7064G,1998,JUAN DE BADAJOZ
6348601PD7064G,1972,PADRE LOPEZ
6349401PD7064G,1994,PARDALERAS
6349402PD7064G,1997,PARDALERAS
6349403PD7064G,1960,PARDALERAS
6349417PD7064G,2004,JUAN DE BADAJOZ
6051809PD7065A,2017,ALONSO CELADA
6051810PD7065A,1970,ALONSO CELADA
6052901PD7065A,0,MINAYO
6150101PD7065A,1990,PILAR
6152201PD7065A,1993,MINAYO
6152505PD7065A,1959,PEDRO DE VALDIVIA
6152506PD7065A,2004,PEDRO DE VALDIVIA
6152507PD7065A,1992,MANUEL FERNANDEZ MEJIAS
6152509PD7065A,1991,RONDA PILAR
6152510PD7065A,1991,ZURBARAN
6152511PD7065A,1990,PEDRO DE VALDIVIA
6152512PD7065A,1990,RONDA PILAR
6152515PD7065A,1992,RONDA PILAR
6250501PD7065A,1965,JESUS DELGADO VALHONDO
6251101PD7065A,1970,RONDA PILAR
6153212PD7065C,1968,OBISPO SAN JUAN RIBERA
6153205PD7065C,1960,ZURBARAN
6153209PD7065C,1900,ZURBARAN
6153210PD7065C,1970,MARTIN CANSADO
6153211PD7065C,1974,MARTIN CANSADO
6153213PD7065C,1976,OBISPO SAN JUAN RIBERA
6153214PD7065C,1968,OBISPO SAN JUAN RIBERA
6154101PD7065C,1935,MUÑOZ TORRERO
6154102PD7065C,2009,MUÑOZ TORRERO
6154103PD7065C,1900,MUÑOZ TORRERO
6553802PD7065D,1900,CERVANTES
6553803PD7065D,1900,CERVANTES
6553804PD7065D,1900,CERVANTES
6553806PD7065D,1900,SUAREZ SOMONTES
6553807PD7065D,1900,SUAREZ SOMONTES
6553808PD7065D,1900,SUAREZ SOMONTES
6553810PD7065D,2007,SUAREZ SOMONTES
6553812PD7065D,1900,MARTIN CANSADO
6553813PD7065D,1900,MADRE DE DIOS
6553814PD7065D,1900,MADRE DE DIOS
6553815PD7065D,1900,MADRE DE DIOS
6553809PD7065D,1900,SUAREZ SOMONTES
6553816PD7065D,1900,MADRE DE DIOS
6553818PD7065D,1993,MADRE DE DIOS
6553820PD7065D,2008,CERVANTES
6322902PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6323101PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6323102PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6323103PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6323104PD7062S,1999,VAGUADAS-PQ.VICTORIAII
6421701PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421702PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421703PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421704PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421705PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421706PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421707PD7062S,2000,JOSE MARIA RGUEZ TEJADA
6421708PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6421709PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6421710PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6421711PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6421712PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6421713PD7062S,1999,JOSE MARIA RGUEZ TEJADA
6139001PD7063G,2006,BUGANVILLA LA
6139002PD7063G,2006,BUGANVILLA LA
6139007PD7063G,1918,BUGANVILLA LA
6838117PD7063H,2008,ANGEL PEREZ ALFEREZ
6838118PD7063H,1983,MILANO EL
6838119PD7063H,2010,ANGEL PEREZ ALFEREZ
6838120PD7063H,1988,MILANO EL
6838501PD7063H,2000,PABLO NERUDA
6839001PD7063H,0,AZOR
6839002PD7063H,1982,PALOMA LA
6839003PD7063H,0,PALOMA LA
6839004PD7063H,1991,PALOMA LA
6839005PD7063H,2005,PALOMA LA
6839006PD7063H,1980,PALOMA LA
6839007PD7063H,1980,PALOMA LA
6839008PD7063H,1980,PALOMA LA
6839009PD7063H,1980,AZOR
6839010PD7063H,0,AZOR
6839011PD7063H,1980,AZOR
6839012PD7063H,0,AZOR
6839013PD7063H,1980,AZOR
6839014PD7063H,1980,AZOR
6840711PD7064B,1974,AVUTARDA
6840712PD7064B,1964,AVUTARDA
6840713PD7064B,1970,AVUTARDA
6840714PD7064B,1967,AVUTARDA
6840715PD7064B,1974,AVUTARDA
6840716PD7064B,1970,AVUTARDA
6840717PD7064B,1976,AVUTARDA
6840718PD7064B,1984,AVUTARDA
6840719PD7064B,2005,AVUTARDA
6840720PD7064B,2004,AVUTARDA
6840721PD7064B,2000,AVUTARDA
6841201PD7064B,1981,RUBEN DARIO
6841202PD7064B,1981,JUAN RAMON JIMENEZ
6841203PD7064B,1981,JUAN RAMON JIMENEZ
6841204PD7064B,1981,JUAN RAMON JIMENEZ
6841205PD7064B,1981,JUAN RAMON JIMENEZ
6841206PD7064B,1981,JUAN RAMON JIMENEZ
6841207PD7064B,1981,JUAN RAMON JIMENEZ
6841208PD7064B,1981,JUAN RAMON JIMENEZ
6841209PD7064B,1981,JUAN RAMON JIMENEZ
6444106PD7064C,1970,ACACIA
6444107PD7064C,1970,ACACIA
6444108PD7064C,1970,ACACIA
6444109PD7064C,1980,ACACIA
6444110PD7064C,1970,ACACIA
6444111PD7064C,1980,ACACIA
6444112PD7064C,1970,ACACIA
6644114PD7064D,1970,SEB MONTERO ESPINOSA
6644115PD7064D,1970,SEB MONTERO ESPINOSA
6644116PD7064D,1974,SEB MONTERO ESPINOSA
6644117PD7064D,1970,SEB MONTERO ESPINOSA
6556717PD7065F,1908,SEPULVEDA
6556718PD7065F,1913,SEPULVEDA
6556716PD7065F,1904,AMPARO
6557301PD7065F,1920,CAMPILLO
6557302PD7065F,1920,CAMPILLO
6557303PD7065F,1920,CAMPILLO
6557304PD7065F,1920,CAMPILLO
6557305PD7065F,1900,CAMPILLO
6557306PD7065F,0,CAMPILLO
6557307PD7065F,0,CAMPILLO
6557309PD7065F,1920,CAMPILLO
6557310PD7065F,0,CAMPILLO
6557311PD7065F,0,CAMPILLO
6557312PD7065F,0,CAMPILLO
6557313PD7065F,0,CAMPILLO
6655411PD7065F,1940,EUGENIO HERMOSO
6655412PD7065F,1970,EUGENIO HERMOSO
6656504PD7065F,1900,AFLIGIDOS
6656505PD7065F,0,AFLIGIDOS
6656506PD7065F,1984,AFLIGIDOS
6656507PD7065F,1914,EUGENIO HERMOSO
6656508PD7065F,1900,EUGENIO HERMOSO
6656509PD7065F,1900,EUGENIO HERMOSO
6656510PD7065F,1941,EUGENIO HERMOSO
6656511PD7065F,1905,EUGENIO HERMOSO
6656512PD7065F,1902,EUGENIO HERMOSO
6656513PD7065F,1978,EUGENIO HERMOSO
6656514PD7065F,1900,EUGENIO HERMOSO
6656515PD7065F,1902,EUGENIO HERMOSO
6656516PD7065F,1900,EUGENIO HERMOSO
6656517PD7065F,1964,EUGENIO HERMOSO
6656518PD7065F,1954,EUGENIO HERMOSO
6159227PD7065G,1900,SAN ATON
6159228PD7065G,1900,SAN ATON
6159229PD7065G,1880,SAN ATON
6159230PD7065G,1900,ENCARNACION
6159231PD7065G,1900,ENCARNACION
6159232PD7065G,1900,ENCARNACION
6159234PD7065G,1900,ENCARNACION
6159235PD7065G,1900,ENCARNACION
6159236PD7065G,1900,ENCARNACION
6159237PD7065G,1900,ENCARNACION
6159238PD7065G,1900,MORALES
6159239PD7065G,1900,MORALES
6159240PD7065G,1900,MORALES
6159241PD7065G,1900,MORALES
6159242PD7065G,1900,MORALES
6159243PD7065G,1900,MORALES
6159244PD7065G,1900,MORALES
6159245PD7065G,1900,MORALES
6159246PD7065G,1900,MORALES
6156313PD7065E,1960,VICENTE BARRANTES
6156314PD7065E,1906,VICENTE BARRANTES
6156315PD7065E,1950,VICENTE BARRANTES
6156316PD7065E,1920,VICENTE BARRANTES
6156317PD7065E,1900,FRANCISCO PIZARRO
6156318PD7065E,1900,VIRGEN DE LA SOLEDAD
6156501PD7065E,1908,FRANCISCO PIZARRO
6156502PD7065E,1954,VICENTE BARRANTES
6156503PD7065E,1942,VICENTE BARRANTES
6156504PD7065E,1957,VICENTE BARRANTES
6156505PD7065E,1970,VICENTE BARRANTES
6156506PD7065E,1886,VICENTE BARRANTES
6156507PD7065E,2004,FELIPE CHECA
6156509PD7065E,1900,MELENDEZ VALDES
6156510PD7065E,1923,MELENDEZ VALDES
6156512PD7065E,1911,MELENDEZ VALDES
6455404PD7065E,1920,TARDIO
6455405PD7065E,1900,TARDIO
6455406PD7065E,1880,TARDIO
6455407PD7065E,1960,CERVANTES
6455408PD7065E,2007,CERVANTES
6455409PD7065E,1993,CERVANTES
6455410PD7065E,1880,JOSE LOPEZ PRUDENCIO
6455411PD7065E,1900,JOSE LOPEZ PRUDENCIO
6455412PD7065E,1880,JOSE LOPEZ PRUDENCIO
6455413PD7065E,1930,JOSE LOPEZ PRUDENCIO
6455414PD7065E,2007,SEPULVEDA
6455415PD7065E,1880,SEPULVEDA
6455416PD7065E,1880,SEPULVEDA
6455417PD7065E,1880,SEPULVEDA
6455418PD7065E,1880,SEPULVEDA
6457827PD7065E,1900,MORENO ZANCUDO
6457828PD7065E,2005,MORENO ZANCUDO
6457829PD7065E,1900,MORENO ZANCUDO
6457830PD7065E,2008,MORENO ZANCUDO
6557308PD7065E,1920,CAMPILLO
6557314PD7065E,1920,CAMPILLO
6557501PD7065E,1947,PERALILLO
6557502PD7065E,1905,PERALILLO
6557503PD7065E,1900,PERALILLO
6557504PD7065E,0,PERALILLO
6557505PD7065E,1901,PERALILLO
6557506PD7065E,1957,PERALILLO
6557507PD7065E,1900,PERALILLO
6557508PD7065E,1900,PERALILLO
6557317PD7065F,1920,JARILLA
6557318PD7065F,0,JARILLA
6557319PD7065F,1920,JARILLA
6557320PD7065F,0,COSTANILLA
6557321PD7065F,1920,COSTANILLA
6557322PD7065F,1920,COSTANILLA
6557323PD7065F,1920,CASTILLO
6557324PD7065F,0,CASTILLO
6557315PD7065F,1920,JARILLA
6656521PD7065F,1900,EUGENIO HERMOSO
6656522PD7065F,1980,JOAQUIN ROJAS GALLARDO
6657601PD7065F,1900,CAMPILLO
6657602PD7065F,1900,CAMPILLO
6657603PD7065F,1900,CAMPILLO
6657604PD7065F,1900,CAMPILLO
6657605PD7065F,1900,CAMPILLO
6657606PD7065F,1900,CAMPILLO
6657607PD7065F,0,CAMPILLO
6657608PD7065F,1900,CAMPILLO
6657609PD7065F,1900,CAMPILLO
6657610PD7065F,1900,CAMPILLO
6657611PD7065F,1900,CAMPILLO
6657612PD7065F,1920,CAMPILLO
6657613PD7065F,1920,CAMPILLO
6656519PD7065F,1953,EUGENIO HERMOSO
6656520PD7065F,1900,EUGENIO HERMOSO
6657614PD7065F,1920,CONCEPCION ARENAL
6657615PD7065F,1900,COSTANILLA
6657616PD7065F,1910,COSTANILLA
6657617PD7065F,1900,COSTANILLA
6657618PD7065F,1910,COSTANILLA
6159247PD7065G,1900,MORALES
6159248PD7065G,1960,MORALES
6159249PD7065G,2022,MORALES
6159250PD7065G,1900,MORALES
6159251PD7065G,1962,MORALES
6159252PD7065G,1920,MORALES
6159253PD7065G,1900,MORALES
6159254PD7065G,2006,MORALES
6159255PD7065G,1900,MORALES
6159256PD7065G,1928,MORALES
6159501PD7065G,2008,MORALES
6159504PD7065G,1890,MORALES
6159505PD7065G,1880,MORALES
6159506PD7065G,1890,MORALES
6159507PD7065G,1890,MORALES
6159508PD7065G,2000,MORALES
6159509PD7065G,1964,MORALES
6159510PD7065G,1910,MORALES
6156513PD7065E,1957,MELENDEZ VALDES
6156514PD7065E,1928,MELENDEZ VALDES
6157706PD7065E,1884,JOSE LANOT
6157707PD7065E,1883,JOSE LANOT
6157708PD7065E,1883,JOSE LANOT
6157709PD7065E,1900,JOSE LANOT
6157710PD7065E,1880,JOSE LANOT
6157711PD7065E,1940,SOLEDAD
6157712PD7065E,1969,SOLEDAD
6157713PD7065E,1930,SOLEDAD
6157714PD7065E,1914,SOLEDAD
6157715PD7065E,1900,SOLEDAD
6455419PD7065E,1900,SEPULVEDA
6455701PD7065E,1950,AFLIGIDOS
6455702PD7065E,1930,AFLIGIDOS
6455703PD7065E,1900,SEPULVEDA
6455704PD7065E,1983,SEPULVEDA
6557509PD7065E,1936,PERALILLO
6557510PD7065E,1905,COSTANILLA
6557511PD7065E,1900,COSTANILLA
6557512PD7065E,1900,JARILLA
6557513PD7065E,1910,JARILLA
